"V1" "V2" "V3" "V4" "V5"
"434" "36878" "16" "669" "1e+05" "N2_RNAi2_star2"
"435" "36844" "20" "645" "1e+05" "N2_RNAi2_star2"
"436" "68271" "29" "999" "250000" "N2_RNAi2_star2"
"437" "68004" "35" "998" "250000" "N2_RNAi2_star2"
"438" "68015" "32" "990" "250000" "N2_RNAi2_star2"
"439" "68066" "39" "992" "250000" "N2_RNAi2_star2"
"440" "67945" "36" "989" "250000" "N2_RNAi2_star2"
"441" "68050" "40" "1023" "250000" "N2_RNAi2_star2"
"442" "68090" "37" "1012" "250000" "N2_RNAi2_star2"
"443" "68070" "35" "1018" "250000" "N2_RNAi2_star2"
"444" "68069" "38" "986" "250000" "N2_RNAi2_star2"
"445" "67995" "34" "993" "250000" "N2_RNAi2_star2"
"446" "67751" "34" "983" "250000" "N2_RNAi2_star2"
"447" "67856" "30" "1028" "250000" "N2_RNAi2_star2"
"448" "67975" "41" "1020" "250000" "N2_RNAi2_star2"
"449" "68174" "33" "1010" "250000" "N2_RNAi2_star2"
"450" "67887" "34" "1036" "250000" "N2_RNAi2_star2"
"451" "98653" "48" "1278" "5e+05" "N2_RNAi2_star2"
"452" "98851" "47" "1284" "5e+05" "N2_RNAi2_star2"
"453" "98656" "42" "1260" "5e+05" "N2_RNAi2_star2"
"454" "98813" "48" "1302" "5e+05" "N2_RNAi2_star2"
"455" "98833" "47" "1267" "5e+05" "N2_RNAi2_star2"
"456" "98616" "45" "1302" "5e+05" "N2_RNAi2_star2"
"457" "98566" "49" "1270" "5e+05" "N2_RNAi2_star2"
"458" "98590" "46" "1294" "5e+05" "N2_RNAi2_star2"
"459" "98629" "43" "1291" "5e+05" "N2_RNAi2_star2"
"460" "98612" "48" "1301" "5e+05" "N2_RNAi2_star2"
"461" "98731" "45" "1291" "5e+05" "N2_RNAi2_star2"
"462" "98792" "50" "1301" "5e+05" "N2_RNAi2_star2"
"463" "98680" "40" "1307" "5e+05" "N2_RNAi2_star2"
"464" "98806" "45" "1307" "5e+05" "N2_RNAi2_star2"
"465" "98523" "44" "1283" "5e+05" "N2_RNAi2_star2"
"466" "129236" "55" "1530" "1e+06" "N2_RNAi2_star2"
"467" "129192" "54" "1509" "1e+06" "N2_RNAi2_star2"
"468" "129074" "54" "1513" "1e+06" "N2_RNAi2_star2"
"469" "129273" "55" "1508" "1e+06" "N2_RNAi2_star2"
"470" "128902" "51" "1525" "1e+06" "N2_RNAi2_star2"
"471" "129339" "53" "1508" "1e+06" "N2_RNAi2_star2"
"472" "129101" "55" "1517" "1e+06" "N2_RNAi2_star2"
"473" "129438" "53" "1529" "1e+06" "N2_RNAi2_star2"
"474" "129398" "53" "1503" "1e+06" "N2_RNAi2_star2"
"475" "129135" "56" "1508" "1e+06" "N2_RNAi2_star2"
"476" "129462" "54" "1510" "1e+06" "N2_RNAi2_star2"
"477" "129262" "55" "1522" "1e+06" "N2_RNAi2_star2"
"478" "129298" "52" "1524" "1e+06" "N2_RNAi2_star2"
"479" "128993" "51" "1520" "1e+06" "N2_RNAi2_star2"
"480" "129278" "59" "1525" "1e+06" "N2_RNAi2_star2"
"481" "153270" "64" "1697" "2e+06" "N2_RNAi2_star2"
"482" "153362" "64" "1660" "2e+06" "N2_RNAi2_star2"
"483" "153587" "61" "1673" "2e+06" "N2_RNAi2_star2"
"484" "153182" "63" "1688" "2e+06" "N2_RNAi2_star2"
"485" "153509" "63" "1671" "2e+06" "N2_RNAi2_star2"
"486" "153332" "63" "1672" "2e+06" "N2_RNAi2_star2"
"487" "153489" "61" "1688" "2e+06" "N2_RNAi2_star2"
"488" "153339" "62" "1669" "2e+06" "N2_RNAi2_star2"
"489" "153416" "66" "1694" "2e+06" "N2_RNAi2_star2"
"490" "153124" "62" "1674" "2e+06" "N2_RNAi2_star2"
"491" "153453" "60" "1677" "2e+06" "N2_RNAi2_star2"
"492" "153515" "66" "1674" "2e+06" "N2_RNAi2_star2"
"493" "153402" "65" "1687" "2e+06" "N2_RNAi2_star2"
"494" "153412" "65" "1687" "2e+06" "N2_RNAi2_star2"
"495" "153299" "61" "1679" "2e+06" "N2_RNAi2_star2"
"496" "164116" "70" "1740" "3e+06" "N2_RNAi2_star2"
"497" "164007" "70" "1744" "3e+06" "N2_RNAi2_star2"
"498" "164044" "65" "1735" "3e+06" "N2_RNAi2_star2"
"499" "163937" "64" "1740" "3e+06" "N2_RNAi2_star2"
"500" "163965" "66" "1754" "3e+06" "N2_RNAi2_star2"
"501" "163928" "69" "1759" "3e+06" "N2_RNAi2_star2"
"502" "163968" "69" "1731" "3e+06" "N2_RNAi2_star2"
"503" "164084" "67" "1738" "3e+06" "N2_RNAi2_star2"
"504" "163964" "70" "1755" "3e+06" "N2_RNAi2_star2"
"505" "163962" "73" "1737" "3e+06" "N2_RNAi2_star2"
"506" "163987" "62" "1731" "3e+06" "N2_RNAi2_star2"
"507" "164032" "69" "1732" "3e+06" "N2_RNAi2_star2"
"508" "164192" "63" "1738" "3e+06" "N2_RNAi2_star2"
"509" "164047" "68" "1735" "3e+06" "N2_RNAi2_star2"
"510" "163929" "69" "1749" "3e+06" "N2_RNAi2_star2"
"511" "170439" "69" "1769" "4e+06" "N2_RNAi2_star2"
"512" "170300" "71" "1775" "4e+06" "N2_RNAi2_star2"
"513" "170243" "72" "1778" "4e+06" "N2_RNAi2_star2"
"514" "170281" "72" "1772" "4e+06" "N2_RNAi2_star2"
"515" "170308" "71" "1785" "4e+06" "N2_RNAi2_star2"
"516" "170370" "72" "1783" "4e+06" "N2_RNAi2_star2"
"517" "170409" "72" "1779" "4e+06" "N2_RNAi2_star2"
"518" "170308" "67" "1774" "4e+06" "N2_RNAi2_star2"
"519" "170400" "68" "1775" "4e+06" "N2_RNAi2_star2"
"520" "170304" "69" "1778" "4e+06" "N2_RNAi2_star2"
"521" "170345" "68" "1783" "4e+06" "N2_RNAi2_star2"
"522" "170212" "70" "1768" "4e+06" "N2_RNAi2_star2"
"523" "170342" "74" "1789" "4e+06" "N2_RNAi2_star2"
"524" "170411" "69" "1757" "4e+06" "N2_RNAi2_star2"
"525" "170415" "70" "1792" "4e+06" "N2_RNAi2_star2"
"526" "174707" "77" "1800" "5e+06" "N2_RNAi2_star2"
"527" "174864" "75" "1803" "5e+06" "N2_RNAi2_star2"
"528" "174698" "72" "1801" "5e+06" "N2_RNAi2_star2"
"529" "174886" "77" "1806" "5e+06" "N2_RNAi2_star2"
"530" "174640" "78" "1815" "5e+06" "N2_RNAi2_star2"
"531" "174622" "69" "1814" "5e+06" "N2_RNAi2_star2"
"532" "174595" "75" "1804" "5e+06" "N2_RNAi2_star2"
"533" "174577" "75" "1804" "5e+06" "N2_RNAi2_star2"
"534" "174718" "75" "1806" "5e+06" "N2_RNAi2_star2"
"535" "174677" "73" "1796" "5e+06" "N2_RNAi2_star2"
"536" "174644" "75" "1803" "5e+06" "N2_RNAi2_star2"
"537" "174652" "69" "1788" "5e+06" "N2_RNAi2_star2"
"538" "174760" "75" "1803" "5e+06" "N2_RNAi2_star2"
"539" "174795" "75" "1803" "5e+06" "N2_RNAi2_star2"
"540" "174737" "76" "1803" "5e+06" "N2_RNAi2_star2"
"541" "13898" "1" "191" "50000" "TEV_star2"
"542" "13944" "3" "199" "50000" "TEV_star2"
"543" "13967" "0" "199" "50000" "TEV_star2"
"544" "13853" "1" "187" "50000" "TEV_star2"
"545" "14036" "1" "197" "50000" "TEV_star2"
"546" "13963" "1" "195" "50000" "TEV_star2"
"547" "13936" "0" "185" "50000" "TEV_star2"
"548" "13914" "0" "191" "50000" "TEV_star2"
"549" "13907" "0" "189" "50000" "TEV_star2"
"550" "13886" "0" "192" "50000" "TEV_star2"
"551" "13932" "0" "194" "50000" "TEV_star2"
"552" "13939" "0" "181" "50000" "TEV_star2"
"553" "13988" "0" "220" "50000" "TEV_star2"
"554" "13890" "1" "194" "50000" "TEV_star2"
"555" "13947" "1" "196" "50000" "TEV_star2"
"556" "21137" "1" "265" "1e+05" "TEV_star2"
"557" "21307" "1" "280" "1e+05" "TEV_star2"
"558" "21160" "1" "278" "1e+05" "TEV_star2"
"559" "21184" "1" "278" "1e+05" "TEV_star2"
"560" "21050" "2" "289" "1e+05" "TEV_star2"
"561" "21239" "1" "265" "1e+05" "TEV_star2"
"562" "21182" "0" "284" "1e+05" "TEV_star2"
"563" "21099" "0" "274" "1e+05" "TEV_star2"
"564" "21325" "0" "250" "1e+05" "TEV_star2"
"565" "21290" "2" "282" "1e+05" "TEV_star2"
"566" "21091" "0" "274" "1e+05" "TEV_star2"
"567" "21254" "2" "259" "1e+05" "TEV_star2"
"568" "21247" "1" "262" "1e+05" "TEV_star2"
"569" "21271" "1" "275" "1e+05" "TEV_star2"
"570" "21174" "1" "271" "1e+05" "TEV_star2"
"571" "32573" "2" "411" "250000" "TEV_star2"
"572" "32434" "2" "390" "250000" "TEV_star2"
"573" "32713" "3" "391" "250000" "TEV_star2"
"574" "32604" "2" "411" "250000" "TEV_star2"
"575" "32571" "4" "388" "250000" "TEV_star2"
"576" "32616" "2" "401" "250000" "TEV_star2"
"577" "32530" "2" "379" "250000" "TEV_star2"
"578" "32593" "2" "413" "250000" "TEV_star2"
"579" "32464" "3" "407" "250000" "TEV_star2"
"580" "32613" "1" "394" "250000" "TEV_star2"
"581" "32533" "2" "395" "250000" "TEV_star2"
"582" "32422" "1" "392" "250000" "TEV_star2"
"583" "32560" "2" "413" "250000" "TEV_star2"
"584" "32710" "2" "388" "250000" "TEV_star2"
"585" "32613" "3" "408" "250000" "TEV_star2"
"586" "40524" "3" "478" "5e+05" "TEV_star2"
"587" "40461" "1" "471" "5e+05" "TEV_star2"
"588" "40535" "4" "488" "5e+05" "TEV_star2"
"589" "40369" "2" "484" "5e+05" "TEV_star2"
"590" "40583" "4" "479" "5e+05" "TEV_star2"
"591" "40516" "2" "481" "5e+05" "TEV_star2"
"592" "40477" "3" "484" "5e+05" "TEV_star2"
"593" "40526" "4" "482" "5e+05" "TEV_star2"
"594" "40450" "3" "470" "5e+05" "TEV_star2"
"595" "40483" "3" "490" "5e+05" "TEV_star2"
"596" "40643" "2" "467" "5e+05" "TEV_star2"
"597" "40466" "5" "480" "5e+05" "TEV_star2"
"598" "40565" "2" "474" "5e+05" "TEV_star2"
"599" "40590" "3" "476" "5e+05" "TEV_star2"
"600" "40571" "4" "475" "5e+05" "TEV_star2"
"601" "46821" "3" "534" "1e+06" "TEV_star2"
"602" "46652" "6" "538" "1e+06" "TEV_star2"
"603" "46648" "5" "545" "1e+06" "TEV_star2"
"604" "46815" "6" "549" "1e+06" "TEV_star2"
"605" "46753" "6" "544" "1e+06" "TEV_star2"
"606" "46799" "3" "542" "1e+06" "TEV_star2"
"607" "46770" "4" "528" "1e+06" "TEV_star2"
"608" "46687" "4" "542" "1e+06" "TEV_star2"
"609" "46662" "4" "539" "1e+06" "TEV_star2"
"610" "46656" "4" "548" "1e+06" "TEV_star2"
"611" "46685" "5" "543" "1e+06" "TEV_star2"
"612" "46791" "5" "543" "1e+06" "TEV_star2"
"613" "46840" "4" "544" "1e+06" "TEV_star2"
"614" "46752" "6" "535" "1e+06" "TEV_star2"
"615" "46690" "6" "533" "1e+06" "TEV_star2"
"616" "51930" "5" "596" "2e+06" "TEV_star2"
"617" "51866" "6" "589" "2e+06" "TEV_star2"
"618" "51885" "7" "604" "2e+06" "TEV_star2"
"619" "51843" "5" "590" "2e+06" "TEV_star2"
"620" "51915" "5" "588" "2e+06" "TEV_star2"
"621" "51824" "6" "584" "2e+06" "TEV_star2"
"622" "51832" "6" "600" "2e+06" "TEV_star2"
"623" "51885" "6" "595" "2e+06" "TEV_star2"
"624" "51856" "8" "594" "2e+06" "TEV_star2"
"625" "51913" "7" "585" "2e+06" "TEV_star2"
"626" "51812" "7" "596" "2e+06" "TEV_star2"
"627" "51873" "4" "586" "2e+06" "TEV_star2"
"628" "51809" "6" "602" "2e+06" "TEV_star2"
"629" "51720" "4" "600" "2e+06" "TEV_star2"
"630" "51801" "8" "593" "2e+06" "TEV_star2"
"631" "54572" "8" "631" "3e+06" "TEV_star2"
"632" "54632" "6" "615" "3e+06" "TEV_star2"
"633" "54491" "6" "641" "3e+06" "TEV_star2"
"634" "54584" "7" "635" "3e+06" "TEV_star2"
"635" "54613" "10" "605" "3e+06" "TEV_star2"
"636" "54640" "8" "611" "3e+06" "TEV_star2"
"637" "54441" "10" "635" "3e+06" "TEV_star2"
"638" "54447" "5" "629" "3e+06" "TEV_star2"
"639" "54499" "8" "633" "3e+06" "TEV_star2"
"640" "54624" "7" "614" "3e+06" "TEV_star2"
"641" "54672" "6" "620" "3e+06" "TEV_star2"
"642" "54646" "8" "622" "3e+06" "TEV_star2"
"643" "54569" "6" "621" "3e+06" "TEV_star2"
"644" "54420" "9" "607" "3e+06" "TEV_star2"
"645" "54603" "7" "625" "3e+06" "TEV_star2"
"646" "56422" "7" "649" "4e+06" "TEV_star2"
"647" "56312" "7" "640" "4e+06" "TEV_star2"
"648" "56449" "9" "640" "4e+06" "TEV_star2"
"649" "56360" "9" "643" "4e+06" "TEV_star2"
"650" "56446" "8" "638" "4e+06" "TEV_star2"
"651" "56437" "9" "652" "4e+06" "TEV_star2"
"652" "56398" "9" "636" "4e+06" "TEV_star2"
"653" "56393" "9" "644" "4e+06" "TEV_star2"
"654" "56318" "10" "651" "4e+06" "TEV_star2"
"655" "56390" "8" "654" "4e+06" "TEV_star2"
"656" "56354" "8" "651" "4e+06" "TEV_star2"
"657" "56325" "7" "644" "4e+06" "TEV_star2"
"658" "56422" "9" "644" "4e+06" "TEV_star2"
"659" "56432" "7" "642" "4e+06" "TEV_star2"
"660" "56376" "9" "646" "4e+06" "TEV_star2"
"661" "57763" "7" "672" "5e+06" "TEV_star2"
"662" "57810" "6" "650" "5e+06" "TEV_star2"
"663" "57718" "8" "651" "5e+06" "TEV_star2"
"664" "57888" "9" "662" "5e+06" "TEV_star2"
"665" "57876" "8" "661" "5e+06" "TEV_star2"
"666" "57823" "9" "662" "5e+06" "TEV_star2"
"667" "57830" "10" "670" "5e+06" "TEV_star2"
"668" "57783" "9" "665" "5e+06" "TEV_star2"
"669" "57877" "9" "668" "5e+06" "TEV_star2"
"670" "57866" "10" "658" "5e+06" "TEV_star2"
"671" "57792" "10" "660" "5e+06" "TEV_star2"
"672" "57884" "8" "664" "5e+06" "TEV_star2"
"673" "57838" "8" "673" "5e+06" "TEV_star2"
"674" "57915" "11" "667" "5e+06" "TEV_star2"
"675" "57728" "9" "664" "5e+06" "TEV_star2"
"676" "24252" "6" "645" "50000" "TFIIS_EV2_star2"
"677" "24291" "4" "598" "50000" "TFIIS_EV2_star2"
"678" "24082" "6" "567" "50000" "TFIIS_EV2_star2"
"679" "24464" "4" "618" "50000" "TFIIS_EV2_star2"
"680" "24483" "4" "578" "50000" "TFIIS_EV2_star2"
"681" "24173" "4" "604" "50000" "TFIIS_EV2_star2"
"682" "24373" "4" "635" "50000" "TFIIS_EV2_star2"
"683" "24163" "3" "576" "50000" "TFIIS_EV2_star2"
"684" "24135" "8" "582" "50000" "TFIIS_EV2_star2"
"685" "24303" "5" "605" "50000" "TFIIS_EV2_star2"
"686" "24354" "2" "592" "50000" "TFIIS_EV2_star2"
"687" "24058" "8" "610" "50000" "TFIIS_EV2_star2"
"688" "24323" "3" "624" "50000" "TFIIS_EV2_star2"
"689" "24334" "7" "615" "50000" "TFIIS_EV2_star2"
"690" "24602" "5" "631" "50000" "TFIIS_EV2_star2"
"691" "41762" "7" "933" "1e+05" "TFIIS_EV2_star2"
"692" "41753" "4" "894" "1e+05" "TFIIS_EV2_star2"
"693" "41589" "13" "950" "1e+05" "TFIIS_EV2_star2"
"694" "41633" "7" "909" "1e+05" "TFIIS_EV2_star2"
"695" "41409" "8" "888" "1e+05" "TFIIS_EV2_star2"
"696" "41622" "8" "928" "1e+05" "TFIIS_EV2_star2"
"697" "41573" "9" "944" "1e+05" "TFIIS_EV2_star2"
"698" "41686" "10" "913" "1e+05" "TFIIS_EV2_star2"
"699" "41638" "9" "948" "1e+05" "TFIIS_EV2_star2"
"700" "41502" "7" "938" "1e+05" "TFIIS_EV2_star2"
"701" "41692" "10" "902" "1e+05" "TFIIS_EV2_star2"
"702" "41682" "8" "936" "1e+05" "TFIIS_EV2_star2"
"703" "41679" "11" "895" "1e+05" "TFIIS_EV2_star2"
"704" "41756" "7" "923" "1e+05" "TFIIS_EV2_star2"
"705" "41569" "8" "910" "1e+05" "TFIIS_EV2_star2"
"706" "77399" "17" "1403" "250000" "TFIIS_EV2_star2"
"707" "77669" "16" "1413" "250000" "TFIIS_EV2_star2"
"708" "77687" "12" "1400" "250000" "TFIIS_EV2_star2"
"709" "77304" "14" "1418" "250000" "TFIIS_EV2_star2"
"710" "77614" "12" "1433" "250000" "TFIIS_EV2_star2"
"711" "77190" "18" "1469" "250000" "TFIIS_EV2_star2"
"712" "77552" "15" "1432" "250000" "TFIIS_EV2_star2"
"713" "77795" "19" "1397" "250000" "TFIIS_EV2_star2"
"714" "77691" "17" "1423" "250000" "TFIIS_EV2_star2"
"715" "77423" "13" "1388" "250000" "TFIIS_EV2_star2"
"716" "77521" "15" "1417" "250000" "TFIIS_EV2_star2"
"717" "77487" "12" "1418" "250000" "TFIIS_EV2_star2"
"718" "77529" "12" "1446" "250000" "TFIIS_EV2_star2"
"719" "77572" "12" "1379" "250000" "TFIIS_EV2_star2"
"720" "77731" "20" "1419" "250000" "TFIIS_EV2_star2"
"721" "112388" "16" "1735" "5e+05" "TFIIS_EV2_star2"
"722" "112535" "22" "1785" "5e+05" "TFIIS_EV2_star2"
"723" "112119" "23" "1784" "5e+05" "TFIIS_EV2_star2"
"724" "112612" "22" "1783" "5e+05" "TFIIS_EV2_star2"
"725" "112791" "21" "1763" "5e+05" "TFIIS_EV2_star2"
"726" "112689" "15" "1778" "5e+05" "TFIIS_EV2_star2"
"727" "112795" "18" "1747" "5e+05" "TFIIS_EV2_star2"
"728" "112513" "21" "1778" "5e+05" "TFIIS_EV2_star2"
"729" "112520" "22" "1758" "5e+05" "TFIIS_EV2_star2"
"730" "112744" "16" "1758" "5e+05" "TFIIS_EV2_star2"
"731" "112751" "20" "1787" "5e+05" "TFIIS_EV2_star2"
"732" "113021" "21" "1797" "5e+05" "TFIIS_EV2_star2"
"733" "112637" "17" "1775" "5e+05" "TFIIS_EV2_star2"
"734" "112786" "17" "1780" "5e+05" "TFIIS_EV2_star2"
"735" "112679" "20" "1772" "5e+05" "TFIIS_EV2_star2"
"736" "147217" "23" "2038" "1e+06" "TFIIS_EV2_star2"
"737" "147211" "26" "2025" "1e+06" "TFIIS_EV2_star2"
"738" "146986" "24" "2039" "1e+06" "TFIIS_EV2_star2"
"739" "147318" "25" "2034" "1e+06" "TFIIS_EV2_star2"
"740" "146977" "24" "2053" "1e+06" "TFIIS_EV2_star2"
"741" "147018" "22" "2043" "1e+06" "TFIIS_EV2_star2"
"742" "147460" "24" "2041" "1e+06" "TFIIS_EV2_star2"
"743" "147106" "22" "2025" "1e+06" "TFIIS_EV2_star2"
"744" "147237" "22" "2033" "1e+06" "TFIIS_EV2_star2"
"745" "147166" "25" "2036" "1e+06" "TFIIS_EV2_star2"
"746" "147206" "25" "2038" "1e+06" "TFIIS_EV2_star2"
"747" "147201" "23" "2055" "1e+06" "TFIIS_EV2_star2"
"748" "147580" "23" "2047" "1e+06" "TFIIS_EV2_star2"
"749" "147184" "22" "2040" "1e+06" "TFIIS_EV2_star2"
"750" "147072" "26" "2032" "1e+06" "TFIIS_EV2_star2"
"751" "174568" "28" "2197" "2e+06" "TFIIS_EV2_star2"
"752" "174688" "27" "2217" "2e+06" "TFIIS_EV2_star2"
"753" "174611" "26" "2208" "2e+06" "TFIIS_EV2_star2"
"754" "174509" "26" "2209" "2e+06" "TFIIS_EV2_star2"
"755" "174466" "28" "2194" "2e+06" "TFIIS_EV2_star2"
"756" "174705" "26" "2201" "2e+06" "TFIIS_EV2_star2"
"757" "174697" "26" "2204" "2e+06" "TFIIS_EV2_star2"
"758" "174564" "25" "2211" "2e+06" "TFIIS_EV2_star2"
"759" "174348" "28" "2192" "2e+06" "TFIIS_EV2_star2"
"760" "174693" "28" "2194" "2e+06" "TFIIS_EV2_star2"
"761" "174420" "27" "2203" "2e+06" "TFIIS_EV2_star2"
"762" "174364" "27" "2201" "2e+06" "TFIIS_EV2_star2"
"763" "174263" "28" "2212" "2e+06" "TFIIS_EV2_star2"
"764" "174810" "29" "2205" "2e+06" "TFIIS_EV2_star2"
"765" "174465" "27" "2206" "2e+06" "TFIIS_EV2_star2"
"766" "186654" "28" "2270" "3e+06" "TFIIS_EV2_star2"
"767" "186768" "28" "2256" "3e+06" "TFIIS_EV2_star2"
"768" "186680" "31" "2284" "3e+06" "TFIIS_EV2_star2"
"769" "186512" "28" "2267" "3e+06" "TFIIS_EV2_star2"
"770" "186711" "32" "2271" "3e+06" "TFIIS_EV2_star2"
"771" "186681" "27" "2264" "3e+06" "TFIIS_EV2_star2"
"772" "186666" "29" "2280" "3e+06" "TFIIS_EV2_star2"
"773" "186330" "29" "2253" "3e+06" "TFIIS_EV2_star2"
"774" "186449" "29" "2252" "3e+06" "TFIIS_EV2_star2"
"775" "186548" "29" "2275" "3e+06" "TFIIS_EV2_star2"
"776" "186288" "29" "2280" "3e+06" "TFIIS_EV2_star2"
"777" "186857" "29" "2261" "3e+06" "TFIIS_EV2_star2"
"778" "186598" "27" "2265" "3e+06" "TFIIS_EV2_star2"
"779" "186613" "29" "2257" "3e+06" "TFIIS_EV2_star2"
"780" "186668" "29" "2279" "3e+06" "TFIIS_EV2_star2"
"781" "193892" "32" "2305" "4e+06" "TFIIS_EV2_star2"
"782" "193666" "30" "2299" "4e+06" "TFIIS_EV2_star2"
"783" "193734" "27" "2315" "4e+06" "TFIIS_EV2_star2"
"784" "193937" "31" "2305" "4e+06" "TFIIS_EV2_star2"
"785" "193684" "31" "2303" "4e+06" "TFIIS_EV2_star2"
"786" "193862" "31" "2302" "4e+06" "TFIIS_EV2_star2"
"787" "193767" "29" "2306" "4e+06" "TFIIS_EV2_star2"
"788" "193851" "28" "2316" "4e+06" "TFIIS_EV2_star2"
"789" "193824" "28" "2297" "4e+06" "TFIIS_EV2_star2"
"790" "193688" "29" "2294" "4e+06" "TFIIS_EV2_star2"
"791" "193678" "27" "2307" "4e+06" "TFIIS_EV2_star2"
"792" "193666" "31" "2299" "4e+06" "TFIIS_EV2_star2"
"793" "193926" "29" "2298" "4e+06" "TFIIS_EV2_star2"
"794" "193838" "31" "2305" "4e+06" "TFIIS_EV2_star2"
"795" "193805" "30" "2290" "4e+06" "TFIIS_EV2_star2"
"796" "198602" "31" "2323" "5e+06" "TFIIS_EV2_star2"
"797" "198754" "31" "2325" "5e+06" "TFIIS_EV2_star2"
"798" "198587" "32" "2328" "5e+06" "TFIIS_EV2_star2"
"799" "198897" "31" "2327" "5e+06" "TFIIS_EV2_star2"
"800" "198727" "30" "2335" "5e+06" "TFIIS_EV2_star2"
"801" "198586" "30" "2325" "5e+06" "TFIIS_EV2_star2"
"802" "199001" "29" "2328" "5e+06" "TFIIS_EV2_star2"
"803" "198588" "30" "2327" "5e+06" "TFIIS_EV2_star2"
"804" "198660" "31" "2313" "5e+06" "TFIIS_EV2_star2"
"805" "198665" "28" "2332" "5e+06" "TFIIS_EV2_star2"
"806" "198760" "31" "2326" "5e+06" "TFIIS_EV2_star2"
"807" "198766" "31" "2310" "5e+06" "TFIIS_EV2_star2"
"808" "198677" "31" "2329" "5e+06" "TFIIS_EV2_star2"
"809" "198682" "31" "2324" "5e+06" "TFIIS_EV2_star2"
"810" "198680" "30" "2333" "5e+06" "TFIIS_EV2_star2"
"811" "21434" "21" "385" "50000" "TFIIS_RNAi1_star2"
"812" "21520" "21" "414" "50000" "TFIIS_RNAi1_star2"
"813" "21365" "19" "371" "50000" "TFIIS_RNAi1_star2"
"814" "21379" "20" "384" "50000" "TFIIS_RNAi1_star2"
"815" "21453" "21" "372" "50000" "TFIIS_RNAi1_star2"
"816" "21254" "20" "385" "50000" "TFIIS_RNAi1_star2"
"817" "21513" "18" "388" "50000" "TFIIS_RNAi1_star2"
"818" "21437" "22" "403" "50000" "TFIIS_RNAi1_star2"
"819" "21319" "22" "378" "50000" "TFIIS_RNAi1_star2"
"820" "21483" "21" "382" "50000" "TFIIS_RNAi1_star2"
"821" "21223" "23" "430" "50000" "TFIIS_RNAi1_star2"
"822" "21432" "14" "387" "50000" "TFIIS_RNAi1_star2"
"823" "21447" "26" "389" "50000" "TFIIS_RNAi1_star2"
"824" "21415" "26" "397" "50000" "TFIIS_RNAi1_star2"
"825" "21422" "22" "378" "50000" "TFIIS_RNAi1_star2"
"826" "36388" "38" "563" "1e+05" "TFIIS_RNAi1_star2"
"827" "36361" "36" "585" "1e+05" "TFIIS_RNAi1_star2"
"828" "36325" "41" "583" "1e+05" "TFIIS_RNAi1_star2"
"829" "36283" "33" "593" "1e+05" "TFIIS_RNAi1_star2"
"830" "36357" "38" "600" "1e+05" "TFIIS_RNAi1_star2"
"831" "36330" "35" "574" "1e+05" "TFIIS_RNAi1_star2"
"832" "36199" "29" "599" "1e+05" "TFIIS_RNAi1_star2"
"833" "36295" "32" "570" "1e+05" "TFIIS_RNAi1_star2"
"834" "36422" "32" "583" "1e+05" "TFIIS_RNAi1_star2"
"835" "36219" "33" "600" "1e+05" "TFIIS_RNAi1_star2"
"836" "36418" "34" "568" "1e+05" "TFIIS_RNAi1_star2"
"837" "36373" "27" "591" "1e+05" "TFIIS_RNAi1_star2"
"838" "36485" "34" "586" "1e+05" "TFIIS_RNAi1_star2"
"839" "36134" "34" "615" "1e+05" "TFIIS_RNAi1_star2"
"840" "36014" "33" "604" "1e+05" "TFIIS_RNAi1_star2"
"841" "68870" "62" "950" "250000" "TFIIS_RNAi1_star2"
"842" "68440" "58" "922" "250000" "TFIIS_RNAi1_star2"
"843" "68742" "56" "954" "250000" "TFIIS_RNAi1_star2"
"844" "68564" "61" "933" "250000" "TFIIS_RNAi1_star2"
"845" "68534" "64" "935" "250000" "TFIIS_RNAi1_star2"
"846" "68528" "56" "908" "250000" "TFIIS_RNAi1_star2"
"847" "68561" "52" "949" "250000" "TFIIS_RNAi1_star2"
"848" "68749" "74" "946" "250000" "TFIIS_RNAi1_star2"
"849" "68917" "57" "961" "250000" "TFIIS_RNAi1_star2"
"850" "68661" "58" "953" "250000" "TFIIS_RNAi1_star2"
"851" "68691" "57" "942" "250000" "TFIIS_RNAi1_star2"
"852" "68843" "59" "940" "250000" "TFIIS_RNAi1_star2"
"853" "68752" "71" "960" "250000" "TFIIS_RNAi1_star2"
"854" "68596" "62" "943" "250000" "TFIIS_RNAi1_star2"
"855" "68853" "60" "916" "250000" "TFIIS_RNAi1_star2"
"856" "102426" "91" "1269" "5e+05" "TFIIS_RNAi1_star2"
"857" "102381" "98" "1270" "5e+05" "TFIIS_RNAi1_star2"
"858" "102598" "84" "1248" "5e+05" "TFIIS_RNAi1_star2"
"859" "102525" "94" "1264" "5e+05" "TFIIS_RNAi1_star2"
"860" "102484" "80" "1277" "5e+05" "TFIIS_RNAi1_star2"
"861" "102374" "88" "1257" "5e+05" "TFIIS_RNAi1_star2"
"862" "102690" "81" "1284" "5e+05" "TFIIS_RNAi1_star2"
"863" "102474" "85" "1274" "5e+05" "TFIIS_RNAi1_star2"
"864" "102546" "89" "1252" "5e+05" "TFIIS_RNAi1_star2"
"865" "102592" "82" "1251" "5e+05" "TFIIS_RNAi1_star2"
"866" "102405" "98" "1254" "5e+05" "TFIIS_RNAi1_star2"
"867" "102517" "94" "1286" "5e+05" "TFIIS_RNAi1_star2"
